DATESTAMP,COLOR,HHID,UNIQUE_HHID,HAVEPHONE,SPOUSEMOBILE,NUMOTHERPHONES,PRIMARYCOOK,AGE,FUEL,KNOWLUNCH,LUNCHYESTERDAY,WOODLASTWEEK,WOODLASTMONTH,GATHERWOODWEEK,GATHERLASTMONTH,VEHICLE,STOVES,DECISIONS,NOTES,DATESURVEY,PARISH,DATE,GROUP,MAXBID,MAXBIDNOVEL,SALE_DATE,SERIALNUMBER,PAID_PRICE,GENDER,STATUS,INCOME,HOWPAID,MAINEMPLOYER,TIMEEMPLOYED,HAVEPHONE1,SPOUSEMOBILE1,COWS,HOWMANYCOWS,VEHICLE1,TV,RADIO,FUEL1,WOODLASTWEEK1,WOODLASTMONTH1,GATHERWOODWEEK1,GATHERLASTMONTH1,STOVES1,PRIMARYCOOK1,PRIMARYCOOK2,DECISIONS1,DECISIONS2,TYPICALNUMEATING,WINNING_AMOUNT,WIN_TRADITIONAL_OFFER,WIN_NOVEL_OFFER,DEPOSIT_ON_SALES_DAY,PAID_IN_FULL,BALANCE_DUE_AFTER_SALES_MEETING,TOTAL_COLLECTED,RETURNED,DEFAULT,PAYMENT_COMPLETE,AMOUNT_REFUNDED,NOTES_WINNERS,DATE_SALE,FORECASTED_COLLECTION,ACTUAL_COLLECTION,FEMALE,HAVEPHONE2,VEHICLE_DISCRETE,BICYCLE_DUMMY,CAR_DUMMY,MOTORCYCLE_DUMMY,RADIO_DUMMY,BUYWOOD_DUMMY,GATHERWOOD_DUMMY,RESPONDENT_PRIMARY_COOK,HH_PHONES,WOOD,MARRIED1,MARRIED,TIME_EMPLOYED,WIFECOOK,JOINTDECISION,TSF_PRIMARY,SELFEMPLOYED
2/15/12 17:08,Orange,R1,1689,No,Yes but I don`t know the phone number,,Respondent,30,Wood,Yes,7,No,No,Yes,Yes,None,None,Respondent & Spouse Jointly,good,15-Feb-12,Nyakabare,2/15/12,"Time, Money and Health",15000,15000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant does not own phone,Spouse owns phone,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had more than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
2/15/12 15:37,White,E1,1674,No,Yes but I don`t know the phone number,,Spouse,30,Wood,No,,No,No,Yes,Yes,Bicycle,None,Respondent,Ok,15-Feb-12,Nyakabare,2/15/12,No Message,10000,10000,,,,Male,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent,Husband,,,,,,,,,,,,,,,,,0,0,Bicycle,1,0,0,1,0,1,0,2,1,1,1,1,1,0,1,0
2/15/12 18:25,Pink,P1,1687,Yes,,,Respondent,54,Wood,Yes,6,No,No,Yes,Yes,None,None,Respondent,good,15-Feb-12,Nyakabare,2/15/12,Improves Health,7000,7000,,,,Female,Divorced or Separated,Yes,Cash only,Self-employed,Seasonal,Participant owns phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1
2/15/12 20:12,White,R1,1690,Yes,,,Respondent,62,Wood,No,,No,Yes,Yes,Yes,None,None,Respondent,Ok,15-Feb-12,Nyakabare,2/15/12,No Message,10000,10000,,,,Female,Divorced or Separated,Yes,Cash only,Self-employed,Seasonal,Participant owns phone,,No,,None,No,Yes,Wood,No,Yes,Yes,Yes,None,Respondent,Wife,Respondent,Wife,,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,1,1,1,2,1,0,0,0,1,0,1,1
2/15/12 15:48,Orange,I1,1679,Yesnonumber,No,,Respondent,50,Wood,Yes,7,Yes,Yes,No,No,Bicycle,Built-in Mud Stove,Respondent,She has pigs,15-Feb-12,Nyakabare,2/15/12,"Time, Money and Health",15000,15000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Non-family member,Seasonal,Participant owns phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,Yes,Yes,No,No,Built-in Mud Stove,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0
2/15/12 20:11,White,V1,1697,Yes,Yes but I don`t know the phone number,,Spouse,27,Wood,Yes,4,No,No,No,Yes,Bicycle|Motorcycle,None,Spouse,Ok,15-Feb-12,Nyakabare,,,,,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Motorcycle,No,Yes,Wood,No,No,No,Yes,None,Spouse,Wife,Spouse,Wife,No we had less than usual,,,,,,,,,,,,,,,,0,1,Bicycle|Motorcycle,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1
2/15/12 17:17,Yellow,V1,1698,Yes,Yes I can enter the phone number,,Respondent,35,Wood,Yes,4,Yes,No,Yes,Yes,None,None,Respondent,ok,15-Feb-12,Nyakabare,2/15/12,Saves Time and Money,10000,20000,,,,Female,Married (monogamous),No,,,,Participant owns phone,Spouse owns phone,No,,None,No,Yes,Wood,Yes,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0
2/15/12 17:14,Orange,M1,1684,No,,,Other,48,Wood,No,,No,No,Yes,Yes,None,Built-in Mud Stove,Respondent,good,15-Feb-12,Nyakabare,2/15/12,"Time, Money and Health",10000,10000,,,,Male,Widow or Widower,Yes,Cash only,Self-employed,All year,Participant does not own phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,Built-in Mud Stove,Other,Other,Respondent,Husband,,,,,,,,,,,,,,,,,0,0,None,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
2/15/12 18:29,Yellow,C1,1671,Yes,Yes but I don`t know the phone number,,Respondent,47,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent,ok with interview,15-Feb-12,Nyakabare,2/15/12,Saves Time and Money,10000,10000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
2/15/12 18:20,Pink,A1,1666,Yes,,1,Maid,42,Wood|Charcoal,Yes,12,No,Yes,No,No,Bicycle|Motorcycle,Built-in Mud Stove|Charcoal Stove,Respondent & Spouse Jointly,good,15-Feb-12,Nyakabare,2/15/12,Improves Health,15000,15000,,,,Female,Divorced or Separated,Yes,Cash only,Self-employed,All year,Participant owns phone,,Yes,11-15 cows,Motorcycle,Yes,Yes,Wood|Charcoal,No,Yes,No,No,Other,Other,Other,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle|Motorcycle,1,0,1,1,1,0,0,2,1,0,0,1,0,1,0,1
2/15/12 15:42,Yellow,Q1,1688,Yes,No,,Respondent,31,Wood,Yes,5,No,No,Yes,Yes,Bicycle,Other type of fuel efficient wood stove,Respondent & Spouse Jointly,ok,15-Feb-12,Nyakabare,2/15/12,Saves Time and Money,20000,40000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Other,Respondent,Husband,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1
2/15/12 15:31,White,L1,1683,No,,,Respondent,32,Wood,Yes,5,Yes,Yes,Yes,Yes,None,None,Respondent,Ok,15-Feb-12,Nyakabare,2/15/12,No Message,5000,10000,,,,Female,Widow or Widower,Yes,Cash only,Self-employed,Seasonal,Participant does not own phone,,No,,None,No,Yes,Wood,Yes,Yes,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,1,1,1,2,1,0,0,0,1,0,1,1
2/15/12 17:04,Pink,B1,1669,Yes,,1,Respondent,45,Wood,Yes,2,No,No,Yes,Yes,None,None,Respondent,good,15-Feb-12,Nyakabare,2/15/12,Improves Health,9000,9000,,,,Female,Widow or Widower,No,,,,Participant owns phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,2,1,0,0,0,1,0,1,0
2/15/12 20:13,White,O1,1685,Yesnonumber,,,Respondent,21,Wood,Yes,6,Yes,No,Yes,Yes,Bicycle,Built-in Mud Stove,Father or Mother,Ok,15-Feb-12,Nyakabare,2/15/12,No Message,12500,50000,2/15/12,EG1JO83706,50000,Female,Single (never married),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,,No,,Bicycle,No,Yes,Wood,Yes,No,Yes,Yes,Built-in Mud Stove,Respondent,Wife,Father or Mother,Father or Mother,Yes,50000,0,1,1000,0,49000,1000,1,0,0,0,,15-Feb-12,14-Mar-12,28-Mar-12,1,1,Bicycle,1,0,0,1,1,1,1,2,1,0,0,0,1,0,0,1
2/15/12 16:18,Orange,V1,1696,Yes,Yes I can enter the phone number,,Respondent,42,Wood,Yes,12,Yes,Yes,Yes,Yes,Bicycle|Motorcycle,None,Respondent & Spouse Jointly,good,15-Feb-12,Nyakabare,2/15/12,"Time, Money and Health",,,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Motorcycle,No,Yes,Wood,Yes,Yes,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had more than usual,,,,,,,,,,,,,,,,1,1,Bicycle|Motorcycle,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1
2/15/12 15:40,Pink,E1,1673,Yes,,,Respondent,23,Wood|Charcoal,Yes,3,Yes,Yes,Yes,Yes,None,Charcoal Stove,Respondent,good,15-Feb-12,Nyakabare,2/15/12,Improves Health,20000,20000,,,,Female,Widow or Widower,Yes,Cash only,Self-employed,Seasonal,Participant owns phone,,No,,None,No,No,Wood|Charcoal,Yes,Yes,Yes,Yes,Charcoal Stove,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1
2/15/12 16:24,Yellow,J1,1681,Yes,,,Respondent,27,Wood,Yes,7,No,No,Yes,Yes,Bicycle,None,Father or Mother,represented her family  members,15-Feb-12,Nyakabare,2/15/12,Saves Time and Money,5000,10000,,,,Female,Single (never married),No,,,,Participant owns phone,,Yes,6-10 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Father or Mother,Father or Mother,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0
2/15/12 16:56,Yellow,A1,1667,Yes,No,,Respondent,35,Wood,Yes,3,Yes,Yes,No,No,None,Built-in Mud Stove,Respondent & Spouse Jointly,ok  with da interview,15-Feb-12,Nyakabare,2/15/12,Saves Time and Money,60000,60000,2/15/12,EG1JO83279,30000,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse does not own phone,No,,None,No,Yes,Wood,Yes,Yes,No,No,Built-in Mud Stove,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,30000,1,0,3000,0,27000,3000,0,1,0,0,,15-Feb-12,22-Feb-12,,1,1,None,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1
2/15/12 19:03,White,F1,1675,No,,,Respondent,72,Wood,Yes,4,No,No,Yes,Yes,None,Built-in Mud Stove,Respondent,Ok,15-Feb-12,Nyakabare,2/15/12,No Message,10000,10000,,,,Female,Widow or Widower,Yes,Cash only,Non-family member,Seasonal,Participant does not own phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,Built-in Mud Stove,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,2,1,0,0,0,1,0,0,0
2/15/12 15:35,Pink,H1,1677,Yes,,1,Other,48,Wood,Yes,6,No,No,Yes,Yes,Bicycle|Car,None,Respondent,good,15-Feb-12,Nyakabare,2/15/12,Improves Health,20000,20000,,,,Male,Single (never married),Yes,Cash only,Self-employed,All year,Participant owns phone,,Yes,16 or more,Car,Yes,Yes,Wood,No,No,Yes,Yes,None,Other,Other,Respondent,Husband,No we had less than usual,,,,,,,,,,,,,,,,0,1,Bicycle|Car,1,1,0,1,0,1,0,2,1,0,0,1,0,0,1,1
2/15/12 16:57,Orange,E1,1672,No,No,,Respondent,42,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,good,15-Feb-12,Nyakabare,2/15/12,"Time, Money and Health",10000,10000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant does not own phone,Spouse does not own phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
2/15/12 18:32,Orange,H1,1676,Yes,Yes but I don`t know the phone number,,Respondent,65,Wood,Yes,6,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,good,15-Feb-12,Nyakabare,2/15/12,"Time, Money and Health",15000,20000,,,,Female,Married (polygamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,2,1,0,1,1,1,1,1,1
2/15/12 16:52,Pink,W1,1699,Yesnonumber,Yes but I don`t know the phone number,,Respondent,42,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent,good,15-Feb-12,Nyakabare,2/15/12,Improves Health,10000,10000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
2/15/12 19:19,White,Y1,1700,No,Yes but I don`t know the phone number,,Respondent,43,Wood,Yes,2,No,No,Yes,Yes,Bicycle,None,Spouse,Ok,15-Feb-12,Nyakabare,2/15/12,No Message,20000,20000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1
2/15/12 17:11,Yellow,T1,1693,Yes,No,,Respondent,39,Wood,Yes,1,No,No,Yes,Yes,Bicycle,Charcoal Stove,Respondent & Spouse Jointly,has a forest where she gathers wood,15-Feb-12,Nyakabare,2/15/12,Saves Time and Money,20000,20000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant owns phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Charcoal Stove,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
2/15/12 16:22,Pink,T1,1692,Yes,Yes I can enter the phone number,,Respondent,30,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,good,15-Feb-12,Nyakabare,2/15/12,Improves Health,20000,8000,,,,Female,Married (monogamous),No,,,,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0
2/15/12 17:53,White,C1,1670,Yes,No,,Spouse,30,Wood,No,,Yes,Yes,No,Yes,Bicycle,None,Respondent,ok,15-Feb-12,Nyakabare,2/15/12,No Message,10000,20000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse does not own phone,No,,Bicycle,No,Yes,Wood,Yes,Yes,No,Yes,None,Spouse,Wife,Respondent,Husband,,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1
2/15/12 20:10,White,U1,1694,No,,,Respondent,19,Wood,Yes,10,No,No,Yes,Yes,None,None,Father or Mother,Ok,15-Feb-12,Nyakabare,2/15/12,No Message,20000,40000,,,,Female,Single (never married),Yes,Cash only,Self-employed,Seasonal,Participant does not own phone,,Yes,0-5 cows,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Father or Mother,Father or Mother,Yes,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,2,1,0,0,0,1,0,1,1
2/15/12 15:49,Yellow,U1,1695,Yes,,,Respondent,21,Charcoal,Yes,2,No,No,No,No,None,Charcoal Stove,Respondent,dont use firewood,15-Feb-12,Nyakabare,2/15/12,Saves Time and Money,25000,50000,2/15/12,EG1JO84L89,50000,Female,Single (never married),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,,No,,None,No,Yes,Charcoal,No,No,No,No,Charcoal Stove,Respondent,Wife,Respondent,Wife,No we had less than usual,50000,0,1,12500,0,37500,0,1,0,0,12500,,15-Feb-12,14-Mar-12,23-Mar-12,1,1,None,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
2/8/12 15:38,Orange,F1,1714,Yesnonumber,Yes but I don`t know the phone number,,Respondent,40,Wood,Yes,6,No,No,Yes,Yes,None,None,Respondent & Spouse Jointly,Good,8-Feb-12,Nyakaikara,2/8/12,"Time, Money and Health",10000,12500,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
2/8/12 14:34,Pink,F1,1715,Yesnonumber,No,,Respondent,45,Wood,Yes,4,No,No,Yes,Yes,Bicycle|Motorcycle,None,Respondent & Spouse Jointly,good,8-Feb-12,Nyakaikara,2/8/12,Improves Health,40000,40000,2/8/12,EG1JO81797,40000,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse does not own phone,Yes,16 or more,Motorcycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had more than usual,40000,1,0,40000,1,,40000,0,0,1,0,,8-Feb-12,,,1,1,Bicycle|Motorcycle,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2/8/12 14:05,White,P1,1737,Yes,Yes I can enter the phone number,,Respondent,34,Wood,Yes,6,No,No,Yes,No,Bicycle,None,Respondent & Spouse Jointly,Ok,8-Feb-12,Nyakaikara,2/8/12,No Message,10000,200000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,No,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,2,1,1,1,1,1,1,1,0
2/8/12 14:21,Pink,X1,1757,Yes,Yes but I don`t know the phone number,,Spouse,49,Wood,Yes,8,No,No,Yes,Yes,Bicycle,None,Respondent,builder,8-Feb-12,Nyakaikara,2/8/12,Improves Health,,,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Spouse,Wife,Respondent,Husband,Yes,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1
2/8/12 14:55,Yellow,U1,1750,Yes,Yes but I don`t know the phone number,,Respondent,50,Wood,Yes,3,Yes,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,widower and in a polygamous marriage,8-Feb-12,Nyakaikara,2/8/12,Saves Time and Money,20000,20000,,,,Male,Married (polygamous),Yes,Cash and in-kind,Self-employed,Occasional,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,Yes,No,Yes,Yes,None,Respondent,Husband,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1
2/8/12 15:09,White,D1,1710,No,Yes but I don`t know the phone number,,Respondent,44,Wood,Yes,2,No,No,No,Yes,Bicycle,None,Respondent & Spouse Jointly,Ok,8-Feb-12,Nyakaikara,2/8/12,No Message,20000,25000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant does not own phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,No,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
2/8/12 14:27,Pink,W1,1754,Yes,No,,Spouse,27,Wood|Charcoal,Yes,6,Yes,Yes,No,No,Bicycle,Charcoal Stove,Respondent & Spouse Jointly,good,8-Feb-12,Nyakaikara,2/8/12,Improves Health,30000,30000,,,,Male,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse does not own phone,No,,Bicycle,Yes,Yes,Wood|Charcoal,Yes,Yes,No,No,Charcoal Stove,Spouse,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had more than usual,,,,,,,,,,,,,,,,0,1,Bicycle,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1
2/8/12 14:29,Orange,G1,1716,No,,,Respondent,62,Wood,Yes,3,No,No,Yes,Yes,None,Charcoal Stove,Respondent,good,8-Feb-12,Nyakaikara,2/8/12,"Time, Money and Health",10000,10000,,,,Female,Widow or Widower,Yes,Cash only,Self-employed,All year,Participant does not own phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,Charcoal Stove,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
2/8/12 15:28,Yellow,L1,1729,No,Yes but I don`t know the phone number,,Respondent,42,Wood,Yes,4,Yes,Yes,No,Yes,Bicycle,None,Spouse,ok,8-Feb-12,Nyakaikara,2/8/12,Saves Time and Money,5000,5000,,,,Female,Married (monogamous),No,,,,Participant does not own phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,Yes,Yes,No,Yes,None,Respondent,Wife,Spouse,Husband,No we had more than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0
2/8/12 14:00,Pink,Q1,1739,Yes,Yes I can enter the phone number,,Respondent,28,Wood,Yes,4,No,No,Yes,Yes,None,None|Charcoal Stove,Respondent & Spouse Jointly,good,8-Feb-12,Nyakaikara,2/8/12,Improves Health,2000,7000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,None,No,Yes,Wood,No,No,Yes,Yes,Other,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,2,1,1,1,1,1,1,0,0
2/8/12 14:42,Pink,B1,1705,Yes,Yes I can enter the phone number,,Respondent,43,Wood,Yes,7,Yes,Yes,Yes,Yes,Motorcycle,None,Respondent & Spouse Jointly,good,8-Feb-12,Nyakaikara,2/8/12,Improves Health,20000,20000,,,,Female,Married (monogamous),No,,,,Participant owns phone,Spouse owns phone,Yes,6-10 cows,Motorcycle,No,Yes,Wood,Yes,Yes,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had more than usual,,,,,,,,,,,,,,,,1,1,Motorcycle,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
2/8/12 14:53,Pink,L1,1727,No,Yes but I don`t know the phone number,,Respondent,28,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Spouse,good,8-Feb-12,Nyakaikara,2/8/12,Improves Health,6000,8000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant does not own phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had more than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,2,1,1,1,1,1,0,1,1
2/8/12 15:04,Orange,I1,1721,Yes,No,,Respondent,38,Wood,Yes,7,No,No,Yes,Yes,None,None,Respondent & Spouse Jointly,good,8-Feb-12,Nyakaikara,2/8/12,"Time, Money and Health",15000,15000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse does not own phone,No,,None,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2/8/12 15:09,Pink,Z1,1761,Yesnonumber,Yes I can enter the phone number,,Respondent,32,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Spouse,good,8-Feb-12,Nyakaikara,2/8/12,Improves Health,10000,10000,,,,Female,Married (monogamous),No,,,,Participant owns phone,Spouse owns phone,No,,Bicycle,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0
2/8/12 15:16,Pink,O1,1734,Yes,Yes I can enter the phone number,1,Respondent,32,Wood,Yes,5,Yes,Yes,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,good,8-Feb-12,Nyakaikara,2/8/12,Improves Health,5000,5000,,,,Female,Married (monogamous),No,,,,Participant owns phone,Spouse owns phone,No,,Bicycle,No,No,Wood,Yes,Yes,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,0,1,1,1,2,1,1,1,0,1,1,1,0
2/8/12 14:47,White,Y1,1759,No,Yes but I don`t know the phone number,,Respondent,30,Wood,Yes,6,No,No,Yes,Yes,Bicycle,None,Spouse,Ok,8-Feb-12,Nyakaikara,2/8/12,No Message,3000,10000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1
